Unnamed: 0.1,Unnamed: 0,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,G_Male,G_Female,FHWO_Yes,FHWO_No,FAVC_Yes,FAVC_No,CAEC_Sometimes,CAEC_Frequently,CAEC_Always,CAEC_No,SMOKE_Yes,SMOKE_No,SCC_Yes,SCC_No,CALC_Sometimes,CALC_Frequently,CALC_Always,CALC_No,MTRANS_Automobile,MTRANS_Public_Transportation,MTRANS_Walking,MTRANS_Motorbike,MTRANS_Bike,NObeyesdad_Insufficient_Weight,NObeyesdad_Normal_Weight,NObeyesdad_Obesity_Type_I,NObeyesdad_Obesity_Type_II,NObeyesdad_Obesity_Type_III,NObeyesdad_Overweight_Level_I,NObeyesdad_Overweight_Level_II
0.005687203791469194,0.005687203791469031,Male,0.37952082838770274,0.380112513303938,0.1294087560194721,no,no,1.0,0.6304931807516507,Sometimes,no,1.0,no,0.6666666666666667,0.0,Sometimes,Public_Transportation,Normal_Weight,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.006161137440758294,0.006161137440758191,Male,1.0,0.6651968982818914,0.4567367859510778,no,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.6666666666666667,0.5,Frequently,Automobile,Obesity_Type_I,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.006635071090047393,0.006635071090047351,Male,0.42696093193616536,0.6081800212863009,0.1598578750828774,yes,yes,1.0,0.0,Sometimes,no,0.0,no,0.33333333333333326,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.007109004739336493,0.007109004739336511,Female,0.37952082838770274,0.4751406416299222,0.20553155367798515,yes,no,1.0,0.6304931807516507,Always,no,0.5,yes,0.6666666666666667,0.5,Sometimes,Public_Transportation,Normal_Weight,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.007582938388625593,0.007582938388625449,Male,0.6167213461300167,0.912270031929451,0.4795736252486318,yes,yes,0.5,0.0,Sometimes,no,0.0,no,0.33333333333333326,0.0,Sometimes,Public_Transportation,Overweight_Level_II,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.008056872037914692,0.008056872037914609,Female,0.7116015532269424,0.1520450053215754,0.2968789108682006,no,yes,0.5,0.0,Sometimes,no,0.5,no,0.0,0.0,no,Automobile,Obesity_Type_I,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.008530805687203791,0.008530805687203769,Female,0.759041656775405,0.4941462672951191,0.3273280299316059,yes,yes,1.0,1.0,Frequently,yes,0.0,no,0.0,0.0,no,Automobile,Overweight_Level_II,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.009004739336492892,0.009004739336492706,Female,0.42696093193616536,0.380112513303938,0.23598067274139023,yes,no,0.5,0.0,Sometimes,no,0.5,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.009478672985781991,0.009478672985782088,Male,0.37952082838770274,0.380112513303938,0.31210347039990327,yes,no,0.5,0.6304931807516507,Sometimes,no,0.5,no,1.0,1.0,no,Walking,Overweight_Level_II,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.00995260663507109,0.009952606635071026,Female,1.0,0.4561350159647253,0.36538942876086233,yes,yes,1.0,0.0,Sometimes,yes,0.5,no,0.0,0.0,no,Automobile,Obesity_Type_I,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.01042654028436019,0.010426540284360186,Female,0.37952082838770274,0.380112513303938,0.1598578750828774,yes,yes,1.0,0.6304931807516507,Sometimes,no,0.5,no,0.33333333333333326,0.0,Sometimes,Automobile,Normal_Weight,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.010900473933649289,0.010900473933649124,Female,0.37952082838770274,0.2850843849779541,0.3273280299316059,yes,yes,0.0,0.0,Sometimes,no,0.5,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.011374407582938388,0.011374407582938506,Male,0.33208072483923967,0.760225026607876,0.22075611320968758,yes,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.0,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.011848341232227489,0.011848341232227444,Male,0.28464062129077683,0.2850843849779541,0.08373507742436437,yes,no,0.5,1.0,Frequently,yes,0.5,no,1.0,1.0,no,Public_Transportation,Normal_Weight,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.012322274881516588,0.012322274881516604,Male,0.33208072483923967,0.4751406416299222,0.19791927391213382,yes,yes,0.5,0.0,Frequently,no,0.5,no,0.33333333333333326,1.0,Always,Walking,Normal_Weight,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.012796208530805687,0.012796208530805542,Female,0.42696093193616536,0.2850843849779541,0.0989596369560668,no,yes,0.5,1.0,Frequently,no,0.5,no,0.6666666666666667,0.5,Sometimes,Automobile,Normal_Weight,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.013270142180094787,0.013270142180094702,Male,0.237200517742314,0.5701687699559068,0.2816543513364982,yes,yes,1.0,0.6304931807516507,Sometimes,no,0.5,yes,1.0,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.013744075829383886,0.013744075829384084,Male,0.42696093193616536,0.43712939029952835,0.23598067274139023,no,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.6666666666666667,1.0,Frequently,Walking,Normal_Weight,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.014218009478672987,0.0142180094786728,Male,0.7116015532269424,0.6081800212863009,0.33494030969745703,no,yes,0.0,1.0,Frequently,no,1.0,no,0.0,0.5,no,Motorbike,Overweight_Level_I,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0.014691943127962086,0.01469194312796196,Female,0.8064817603238681,0.24707313364756,0.22075611320968758,yes,no,0.5,0.0,Sometimes,no,0.0,no,0.33333333333333326,0.0,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.015165876777251185,0.01516587677725112,Female,0.4744010354846284,0.6081800212863009,0.2816543513364982,no,no,0.5,0.6304931807516507,Sometimes,no,1.0,no,0.33333333333333326,0.5,Sometimes,Walking,Normal_Weight,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.015639810426540286,0.0156398104265405,Male,1.0,0.6461912726166943,0.3882262680584163,no,no,0.5,0.0,Sometimes,no,0.5,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.016113744075829384,0.016113744075829217,Male,0.37952082838770274,0.380112513303938,0.17508243461457984,no,yes,0.5,1.0,Frequently,no,0.5,no,0.6666666666666667,0.0,Sometimes,Public_Transportation,Normal_Weight,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.016587677725118485,0.016587677725118377,Female,0.33208072483923967,0.09502812832598462,0.19791927391213382,yes,no,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.6666666666666667,1.0,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.017061611374407582,0.017061611374407537,Female,0.37952082838770274,0.20906188231716616,0.07612279765851304,no,yes,0.5,0.6304931807516507,Sometimes,no,0.0,yes,0.6666666666666667,0.0,no,Walking,Normal_Weight,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.017535545023696683,0.017535545023696697,Female,0.33208072483923967,0.2850843849779541,0.0685105178926615,no,yes,0.5,0.6304931807516507,Sometimes,no,0.0,no,0.33333333333333326,0.0,Sometimes,Public_Transportation,Normal_Weight,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.018009478672985784,0.018009478672985635,Male,0.42696093193616536,0.380112513303938,0.21314383344383647,yes,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.33333333333333326,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.01848341232227488,0.018483412322274795,Female,0.33208072483923967,0.5701687699559068,0.37300170852671366,yes,yes,0.5,0.6304931807516507,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.018957345971563982,0.018957345971563955,Female,0.33208072483923967,0.4181237646343321,0.27404207157064664,yes,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.33333333333333326,0.0,Sometimes,Public_Transportation,Overweight_Level_I,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.01943127962085308,0.019431279620852893,Male,0.42696093193616536,0.43712939029952835,0.1598578750828774,no,no,0.5,1.0,Frequently,no,0.5,no,0.0,0.0,no,Walking,Normal_Weight,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.01990521327014218,0.019905213270142053,Female,0.33208072483923967,0.39911813896913495,0.1903069941462825,yes,yes,0.0,0.6304931807516507,Sometimes,no,0.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.020379146919431282,0.020379146919431212,Male,0.33208072483923967,0.39911813896913495,0.17508243461457984,yes,yes,0.5,0.6304931807516507,Sometimes,yes,0.5,no,0.33333333333333326,0.5,Frequently,Public_Transportation,Normal_Weight,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02085308056872038,0.020853080568720372,Male,0.33208072483923967,0.6842025239470884,0.31210347039990327,no,no,0.0,0.6304931807516507,no,no,0.5,no,0.6666666666666667,0.0,no,Public_Transportation,Normal_Weight,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.02132701421800948,0.02132701421800931,Female,0.33208072483923967,0.1520450053215754,0.19791927391213382,yes,no,0.5,0.6304931807516507,Sometimes,no,0.0,no,0.0,0.5,no,Public_Transportation,Overweight_Level_II,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.021800947867298578,0.02180094786729847,Male,0.33208072483923967,0.7032081496122853,0.2512052322730929,yes,yes,0.0,0.6304931807516507,Frequently,no,1.0,no,0.6666666666666667,0.0,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02227488151658768,0.02227488151658763,Male,0.33208072483923967,0.5701687699559068,0.2512052322730929,yes,yes,0.0,0.6304931807516507,Frequently,no,1.0,no,0.6666666666666667,0.0,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.022748815165876776,0.02274881516587679,Female,0.28464062129077683,0.39911813896913495,0.1598578750828774,yes,no,1.0,0.6304931807516507,Sometimes,no,0.5,no,0.33333333333333326,0.0,Sometimes,Walking,Normal_Weight,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.023222748815165877,0.023222748815165506,Female,0.33208072483923967,0.19005625665196924,0.08373507742436437,no,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.023696682464454978,0.023696682464454888,Female,0.33208072483923967,0.3040900106431508,0.11799033637069511,yes,yes,1.0,0.6304931807516507,Sometimes,no,1.0,no,0.0,0.5,Sometimes,Walking,Normal_Weight,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.024170616113744076,0.024170616113744048,Female,0.28464062129077683,0.09502812832598462,0.03806139882925641,no,yes,0.5,0.6304931807516507,Sometimes,no,0.0,no,0.0,0.0,Sometimes,Automobile,Normal_Weight,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.024644549763033177,0.024644549763033208,Female,0.42696093193616536,0.3611068876387411,0.0989596369560668,no,yes,1.0,0.0,Sometimes,no,0.5,no,0.6666666666666667,1.0,no,Public_Transportation,Normal_Weight,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.025118483412322274,0.025118483412321924,Female,0.42696093193616536,0.3421012619735442,0.12179647625362078,yes,no,1.0,0.6304931807516507,no,no,0.5,yes,0.6666666666666667,0.5,no,Public_Transportation,Normal_Weight,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.025592417061611375,0.025592417061611306,Female,0.37952082838770274,0.2850843849779541,0.12179647625362078,no,no,1.0,1.0,Always,no,1.0,no,0.6666666666666667,0.0,no,Public_Transportation,Normal_Weight,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.026066350710900476,0.026066350710900466,Male,0.42696093193616536,0.43712939029952835,0.17508243461457984,no,no,0.5,1.0,Frequently,no,0.5,no,0.0,0.0,Sometimes,Automobile,Normal_Weight,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.026540284360189573,0.026540284360189403,Male,0.37952082838770274,0.4751406416299222,0.23598067274139023,yes,yes,0.5,0.6304931807516507,Sometimes,no,0.0,no,0.0,0.5,Sometimes,Automobile,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.027014218009478674,0.027014218009478563,Male,0.33208072483923967,0.3611068876387411,0.19791927391213382,yes,no,0.5,0.6304931807516507,Sometimes,no,0.0,no,0.0,0.5,no,Public_Transportation,Normal_Weight,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.027488151658767772,0.0274881516587675,Female,0.1423203106453883,0.380112513303938,0.21314383344383647,yes,yes,1.0,0.0,Sometimes,no,0.5,no,0.33333333333333326,0.5,no,Walking,Normal_Weight,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0.027962085308056873,0.027962085308056883,Male,0.28464062129077683,0.5891743956211035,0.12179647625362078,yes,yes,0.5,1.0,Sometimes,no,1.0,no,0.6666666666666667,1.0,no,Public_Transportation,Insufficient_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.028436018957345974,0.02843601895734582,Female,0.33208072483923967,0.19005625665196924,0.07612279765851304,yes,yes,0.5,0.6304931807516507,Sometimes,no,1.0,no,1.0,0.5,Sometimes,Public_Transportation,Normal_Weight,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02890995260663507,0.02890995260663498,Male,0.28464062129077683,0.380112513303938,0.14463331555117476,no,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,1.0,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.029383886255924172,0.02938388625592392,Male,0.37952082838770274,0.4181237646343321,0.17508243461457984,no,yes,0.5,0.0,no,no,0.5,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02985781990521327,0.0298578199052133,Male,0.37952082838770274,0.43712939029952835,0.12179647625362078,yes,yes,0.5,0.6304931807516507,Sometimes,no,0.5,no,0.0,1.0,Sometimes,Automobile,Normal_Weight,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.03033175355450237,0.03033175355450224,Female,0.33208072483923967,0.39911813896913495,0.13702103578532343,yes,yes,0.5,0.6304931807516507,Frequently,no,0.0,no,0.33333333333333326,0.5,no,Public_Transportation,Normal_Weight,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.03080568720379147,0.0308056872037914,Female,0.33208072483923967,0.3230956363083477,0.2283683929755389,yes,yes,0.0,0.6304931807516507,Frequently,no,0.5,no,0.0,0.5,no,Public_Transportation,Overweight_Level_I,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.03127962085308057,0.03127962085308056,Male,0.42696093193616536,0.6651968982818914,0.3882262680584163,yes,yes,0.0,0.6304931807516507,Always,no,0.5,no,0.0,1.0,Frequently,Public_Transportation,Overweight_Level_II,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.03175355450236967,0.031753554502369497,Male,0.42696093193616536,0.380112513303938,0.4262876668876727,yes,yes,0.5,0.6304931807516507,Always,no,0.5,no,0.0,0.5,Frequently,Automobile,Obesity_Type_I,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.03222748815165877,0.03222748815165888,Male,0.759041656775405,0.5891743956211035,0.5556964229071448,yes,yes,0.0,0.6304931807516507,no,yes,0.5,yes,0.0,0.0,Frequently,Automobile,Obesity_Type_II,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.032701421800947865,0.032701421800947816,Male,0.42696093193616536,0.6651968982818914,0.1598578750828774,yes,no,0.5,0.6304931807516507,no,no,1.0,no,0.0,0.5,Sometimes,Public_Transportation,Normal_Weight,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.03317535545023697,0.033175355450236976,Female,0.42696093193616536,0.380112513303938,0.31210347039990327,yes,yes,0.5,0.6304931807516507,Always,no,0.5,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.03364928909952607,0.033649289099525914,Female,0.37952082838770274,0.4181237646343321,0.08373507742436437,yes,no,1.0,0.6304931807516507,no,no,1.0,yes,0.6666666666666667,0.5,Sometimes,Public_Transportation,Insufficient_Weight,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.034123222748815164,0.034123222748815074,Female,0.4744010354846284,0.380112513303938,0.1598578750828774,yes,no,0.5,0.6304931807516507,Sometimes,no,1.0,yes,0.33333333333333326,0.0,no,Public_Transportation,Normal_Weight,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.03459715639810427,0.034597156398104234,Male,0.237200517742314,0.760225026607876,0.19791927391213382,yes,no,0.5,0.6304931807516507,Sometimes,no,1.0,no,0.6666666666666667,0.5,Sometimes,Bike,Normal_Weight,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.035071090047393366,0.035071090047393394,Male,0.4744010354846284,0.4751406416299222,0.3501648692291597,yes,yes,0.5,0.6304931807516507,Frequently,no,1.0,no,0.0,0.5,Frequently,Public_Transportation,Overweight_Level_II,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.035545023696682464,0.03554502369668233,Female,0.42696093193616536,0.3421012619735442,0.045673678595107514,yes,no,1.0,0.6304931807516507,Sometimes,no,1.0,yes,0.6666666666666667,0.0,no,Public_Transportation,Insufficient_Weight,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.03601895734597157,0.03601895734597149,Female,0.4744010354846284,0.2850843849779541,0.045673678595107514,yes,no,0.5,0.6304931807516507,no,no,0.5,no,0.33333333333333326,0.0,no,Public_Transportation,Insufficient_Weight,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
